condition,label,seed,seed_idx,iteration,best_fitness,best_test_accuracy,child_train_accuracy,child_test_accuracy,archive_size,meta_focus_metric,meta_weight_step,meta_threshold_step,meta_exploration_scale,mutation_source,mode
no_archive,No Archive (greedy),7,0,21,0.8,0.9,0.65,0.8,22,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),7,0,22,0.8,0.9,0.65,0.8,23,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),7,0,23,0.8,0.9,0.65,0.8,24,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),7,0,24,0.8,0.9,0.65,0.8,25,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),7,0,25,0.8,0.9,0.65,0.8,26,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),7,0,26,0.8,0.9,0.65,0.8,27,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),7,0,27,0.8,0.9,0.65,0.8,28,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),7,0,28,0.8,0.9,0.65,0.8,29,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),7,0,29,0.8,0.9,0.65,0.8,30,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),7,0,30,0.8,0.9,0.65,0.8,31,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),7,0,31,0.8,0.9,0.65,0.8,32,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),7,0,32,0.8,0.9,0.65,0.8,33,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),7,0,33,0.8,0.9,0.65,0.8,34,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),7,0,34,0.8,0.9,0.65,0.8,35,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),7,0,35,0.8,0.9,0.65,0.8,36,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),7,0,36,0.8,0.9,0.65,0.8,37,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),7,0,37,0.8,0.9,0.65,0.8,38,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),7,0,38,0.8,0.9,0.65,0.8,39,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),7,0,39,0.8,0.9,0.65,0.8,40,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),7,0,40,0.8,0.9,0.65,0.8,41,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,0,0.65,0.8,0.65,0.8,1,security,0.12,0.07,0.18,seed,no_archive
no_archive,No Archive (greedy),20,1,1,0.8,0.9,0.8,0.9,2,security,0.115,0.075,0.16,heuristic,no_archive
no_archive,No Archive (greedy),20,1,2,0.8,0.9,0.65,0.8,3,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,3,0.8,0.9,0.65,0.8,4,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,4,0.8,0.9,0.65,0.8,5,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,5,0.8,0.9,0.65,0.8,6,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,6,0.8,0.9,0.65,0.8,7,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,7,0.8,0.9,0.65,0.8,8,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,8,0.8,0.9,0.65,0.8,9,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,9,0.8,0.9,0.65,0.8,10,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,10,0.8,0.9,0.65,0.8,11,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,11,0.8,0.9,0.65,0.8,12,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,12,0.8,0.9,0.65,0.8,13,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,13,0.8,0.9,0.65,0.8,14,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,14,0.8,0.9,0.65,0.8,15,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,15,0.8,0.9,0.65,0.8,16,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,16,0.8,0.9,0.65,0.8,17,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,17,0.8,0.9,0.65,0.8,18,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,18,0.8,0.9,0.65,0.8,19,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,19,0.8,0.9,0.65,0.8,20,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,20,0.8,0.9,0.65,0.8,21,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,21,0.8,0.9,0.65,0.8,22,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,22,0.8,0.9,0.65,0.8,23,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,23,0.8,0.9,0.65,0.8,24,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,24,0.8,0.9,0.65,0.8,25,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,25,0.8,0.9,0.65,0.8,26,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,26,0.8,0.9,0.65,0.8,27,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,27,0.8,0.9,0.65,0.8,28,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,28,0.8,0.9,0.65,0.8,29,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,29,0.8,0.9,0.65,0.8,30,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,30,0.8,0.9,0.65,0.8,31,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,31,0.8,0.9,0.65,0.8,32,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,32,0.8,0.9,0.65,0.8,33,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,33,0.8,0.9,0.65,0.8,34,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,34,0.8,0.9,0.65,0.8,35,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,35,0.8,0.9,0.65,0.8,36,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,36,0.8,0.9,0.65,0.8,37,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,37,0.8,0.9,0.65,0.8,38,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,38,0.8,0.9,0.65,0.8,39,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,39,0.8,0.9,0.65,0.8,40,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),20,1,40,0.8,0.9,0.65,0.8,41,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,0,0.65,0.8,0.65,0.8,1,security,0.12,0.07,0.18,seed,no_archive
no_archive,No Archive (greedy),33,2,1,0.8,0.9,0.8,0.9,2,security,0.115,0.075,0.16,heuristic,no_archive
no_archive,No Archive (greedy),33,2,2,0.8,0.9,0.65,0.8,3,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,3,0.8,0.9,0.65,0.8,4,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,4,0.8,0.9,0.65,0.8,5,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,5,0.8,0.9,0.65,0.8,6,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,6,0.8,0.9,0.65,0.8,7,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,7,0.8,0.9,0.65,0.8,8,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,8,0.8,0.9,0.65,0.8,9,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,9,0.8,0.9,0.65,0.8,10,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,10,0.8,0.9,0.65,0.8,11,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,11,0.8,0.9,0.65,0.8,12,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,12,0.8,0.9,0.65,0.8,13,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,13,0.8,0.9,0.65,0.8,14,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,14,0.8,0.9,0.65,0.8,15,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,15,0.8,0.9,0.65,0.8,16,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,16,0.8,0.9,0.65,0.8,17,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,17,0.8,0.9,0.65,0.8,18,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,18,0.8,0.9,0.65,0.8,19,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,19,0.8,0.9,0.65,0.8,20,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,20,0.8,0.9,0.65,0.8,21,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,21,0.8,0.9,0.65,0.8,22,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,22,0.8,0.9,0.65,0.8,23,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,23,0.8,0.9,0.65,0.8,24,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,24,0.8,0.9,0.65,0.8,25,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,25,0.8,0.9,0.65,0.8,26,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,26,0.8,0.9,0.65,0.8,27,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,27,0.8,0.9,0.65,0.8,28,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,28,0.8,0.9,0.65,0.8,29,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,29,0.8,0.9,0.65,0.8,30,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,30,0.8,0.9,0.65,0.8,31,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,31,0.8,0.9,0.65,0.8,32,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,32,0.8,0.9,0.65,0.8,33,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,33,0.8,0.9,0.65,0.8,34,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,34,0.8,0.9,0.65,0.8,35,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,35,0.8,0.9,0.65,0.8,36,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,36,0.8,0.9,0.65,0.8,37,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,37,0.8,0.9,0.65,0.8,38,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,38,0.8,0.9,0.65,0.8,39,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,39,0.8,0.9,0.65,0.8,40,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),33,2,40,0.8,0.9,0.65,0.8,41,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,0,0.65,0.8,0.65,0.8,1,security,0.12,0.07,0.18,seed,no_archive
no_archive,No Archive (greedy),46,3,1,0.8,0.9,0.8,0.9,2,security,0.115,0.075,0.16,heuristic,no_archive
no_archive,No Archive (greedy),46,3,2,0.8,0.9,0.65,0.8,3,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,3,0.8,0.9,0.65,0.8,4,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,4,0.8,0.9,0.65,0.8,5,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,5,0.8,0.9,0.65,0.8,6,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,6,0.8,0.9,0.65,0.8,7,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,7,0.8,0.9,0.65,0.8,8,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,8,0.8,0.9,0.65,0.8,9,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,9,0.8,0.9,0.65,0.8,10,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,10,0.8,0.9,0.65,0.8,11,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,11,0.8,0.9,0.65,0.8,12,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,12,0.8,0.9,0.65,0.8,13,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,13,0.8,0.9,0.65,0.8,14,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,14,0.8,0.9,0.65,0.8,15,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,15,0.8,0.9,0.65,0.8,16,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,16,0.8,0.9,0.65,0.8,17,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,17,0.8,0.9,0.65,0.8,18,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,18,0.8,0.9,0.65,0.8,19,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,19,0.8,0.9,0.65,0.8,20,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,20,0.8,0.9,0.65,0.8,21,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,21,0.8,0.9,0.65,0.8,22,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,22,0.8,0.9,0.65,0.8,23,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,23,0.8,0.9,0.65,0.8,24,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,24,0.8,0.9,0.65,0.8,25,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,25,0.8,0.9,0.65,0.8,26,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,26,0.8,0.9,0.65,0.8,27,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,27,0.8,0.9,0.65,0.8,28,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,28,0.8,0.9,0.65,0.8,29,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,29,0.8,0.9,0.65,0.8,30,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,30,0.8,0.9,0.65,0.8,31,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,31,0.8,0.9,0.65,0.8,32,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,32,0.8,0.9,0.65,0.8,33,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,33,0.8,0.9,0.65,0.8,34,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,34,0.8,0.9,0.65,0.8,35,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,35,0.8,0.9,0.65,0.8,36,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,36,0.8,0.9,0.65,0.8,37,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,37,0.8,0.9,0.65,0.8,38,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,38,0.8,0.9,0.65,0.8,39,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,39,0.8,0.9,0.65,0.8,40,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),46,3,40,0.8,0.9,0.65,0.8,41,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,0,0.65,0.8,0.65,0.8,1,security,0.12,0.07,0.18,seed,no_archive
no_archive,No Archive (greedy),59,4,1,0.8,0.9,0.8,0.9,2,security,0.115,0.075,0.16,heuristic,no_archive
no_archive,No Archive (greedy),59,4,2,0.8,0.9,0.65,0.8,3,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,3,0.8,0.9,0.65,0.8,4,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,4,0.8,0.9,0.65,0.8,5,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,5,0.8,0.9,0.65,0.8,6,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,6,0.8,0.9,0.65,0.8,7,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,7,0.8,0.9,0.65,0.8,8,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,8,0.8,0.9,0.65,0.8,9,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,9,0.8,0.9,0.65,0.8,10,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,10,0.8,0.9,0.65,0.8,11,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,11,0.8,0.9,0.65,0.8,12,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,12,0.8,0.9,0.65,0.8,13,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,13,0.8,0.9,0.65,0.8,14,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,14,0.8,0.9,0.65,0.8,15,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,15,0.8,0.9,0.65,0.8,16,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,16,0.8,0.9,0.65,0.8,17,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,17,0.8,0.9,0.65,0.8,18,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,18,0.8,0.9,0.65,0.8,19,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,19,0.8,0.9,0.65,0.8,20,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,20,0.8,0.9,0.65,0.8,21,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,21,0.8,0.9,0.65,0.8,22,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,22,0.8,0.9,0.65,0.8,23,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,23,0.8,0.9,0.65,0.8,24,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,24,0.8,0.9,0.65,0.8,25,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,25,0.8,0.9,0.65,0.8,26,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,26,0.8,0.9,0.65,0.8,27,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,27,0.8,0.9,0.65,0.8,28,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,28,0.8,0.9,0.65,0.8,29,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,29,0.8,0.9,0.65,0.8,30,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,30,0.8,0.9,0.65,0.8,31,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,31,0.8,0.9,0.65,0.8,32,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,32,0.8,0.9,0.65,0.8,33,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,33,0.8,0.9,0.65,0.8,34,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,34,0.8,0.9,0.65,0.8,35,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,35,0.8,0.9,0.65,0.8,36,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,36,0.8,0.9,0.65,0.8,37,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,37,0.8,0.9,0.65,0.8,38,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,38,0.8,0.9,0.65,0.8,39,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,39,0.8,0.9,0.65,0.8,40,security,0.11,0.08,0.21,heuristic,no_archive
no_archive,No Archive (greedy),59,4,40,0.8,0.9,0.65,0.8,41,security,0.11,0.08,0.21,heuristic,no_archive
